register_time,username,useridx,account_type,register_source,agent_id,register_area
1762830490,l477,84235,2,1,60029,China/Jiangsu-Suzhou
1759694240,h738,84313,2,1,60014,China/Jiangsu-Suzhou
1760107927,m259,84430,2,1,60023,China/Guangdong-Shenzhen
1763904563,g771,84623,2,1,60068,China/Jiangsu-Suzhou
1763706960,q824,84642,2,1,60022,China/Beijing-Beijing
1763045453,h705,84780,2,3,60026,China/Shanghai-Shanghai
1762604819,s517,84790,3,2,60042,China/Guangdong-Shenzhen
1762676297,n438,84986,2,3,53987,China/Shanghai-Shanghai
1761097388,w398,84998,1,1,60014,China/Beijing-Beijing
1762901950,e137,85000,2,3,53987,China/Sichuan-Chengdu
1763844377,i678,85017,2,1,60062,China/Sichuan-Chengdu
1764581629,w562,85251,2,1,60008,China/Zhejiang-Wenzhou
1762323846,t263,85274,2,2,60043,China/Sichuan-Chengdu
1764320442,o472,85298,2,1,60034,China/Guangdong-Shenzhen
1759532964,x513,85306,4,1,60037,China/Beijing-Beijing
1762912757,t578,85349,2,1,60064,China/Beijing-Beijing
1761807946,w293,85358,2,1,60058,China/Beijing-Beijing
1765493816,h163,85370,2,1,60054,China/Shanghai-Shanghai
1759749364,b508,85542,2,1,60025,China/Jiangsu-Suzhou
1759318440,u773,85653,2,1,60039,China/Beijing-Beijing
1761753979,d477,85681,2,1,60052,China/Shanghai-Shanghai
1763629965,n960,85700,2,1,60064,China/Shanghai-Shanghai
1762700772,a569,85752,2,2,60006,China/Zhejiang-Wenzhou
1761399691,v227,85833,3,1,60047,China/Shanghai-Shanghai
1762514662,a319,85834,2,2,60045,China/Shanghai-Shanghai
1766037080,r783,86002,2,1,60076,China/Zhejiang-Wenzhou
1760703518,l836,86018,2,2,60037,China/Shanghai-Shanghai
1760896363,l516,86131,2,1,60048,China/Zhejiang-Wenzhou
1762284331,s239,86216,2,2,60054,China/Sichuan-Chengdu
1761022920,h306,86351,1,1,60012,China/Jiangsu-Suzhou
1760257012,x550,86393,2,1,60026,China/Beijing-Beijing
1761926063,g468,86435,2,1,60036,China/Shanghai-Shanghai
1762485161,g252,86532,2,3,53987,China/Shanghai-Shanghai
1765964560,b929,86618,2,1,60016,China/Zhejiang-Wenzhou
1763993486,w696,86687,2,2,60014,China/Sichuan-Chengdu
1762119313,j181,86958,2,1,60043,China/Zhejiang-Wenzhou
1762577354,e160,87137,2,3,53987,China/Shanghai-Shanghai
1764502675,g202,87175,2,1,60019,China/Guangdong-Shenzhen
1764960073,n230,87190,2,1,60039,China/Shanghai-Shanghai
1762941677,x462,87220,2,1,60079,China/Shanghai-Shanghai
1762594414,r517,87309,2,1,60073,China/Shanghai-Shanghai
1763450374,p940,87612,2,1,60073,China/Shanghai-Shanghai
1762578093,u153,87680,2,3,60004,China/Shanghai-Shanghai
1764599484,v624,87775,2,1,60064,China/Zhejiang-Wenzhou
1762693775,o161,87859,2,2,60059,China/Jiangsu-Suzhou
1765177041,k532,88009,2,1,60078,China/Zhejiang-Wenzhou
1760272153,w290,88067,2,1,60075,China/Zhejiang-Wenzhou
1762174449,v707,88130,3,1,60029,China/Beijing-Beijing
1763618446,h883,88238,4,1,60051,China/Guangdong-Shenzhen
1763021601,q327,88309,2,4,53987,China/Shanghai-Shanghai
1762618373,i370,88442,2,3,53987,China/Shanghai-Shanghai
1761439741,v774,88455,2,1,60011,China/Zhejiang-Wenzhou
1762406159,c154,88472,2,1,60073,China/Shanghai-Shanghai
1763515318,z557,88514,2,1,60072,China/Shanghai-Shanghai
1760179369,w847,88584,2,1,60058,China/Beijing-Beijing
1760465335,w705,88653,4,1,60060,China/Jiangsu-Suzhou
1761449786,g129,88695,4,2,60027,China/Shanghai-Shanghai
1764456942,r207,88727,2,1,60063,China/Beijing-Beijing
1762022033,b491,88781,2,1,60040,China/Sichuan-Chengdu
1760051374,o274,88926,2,1,60018,China/Jiangsu-Suzhou
1763367373,w358,88962,2,1,60005,China/Shanghai-Shanghai
1762785590,d670,88992,2,3,53987,China/Shanghai-Shanghai
1763019386,o357,89009,3,1,60015,China/Zhejiang-Wenzhou
1759633570,i278,89085,2,1,60018,China/Beijing-Beijing
1763279814,q777,89096,2,2,60035,China/Guangdong-Shenzhen
1762118425,w817,89106,2,3,60026,China/Shanghai-Shanghai
1763839204,k398,89235,2,1,60065,China/Zhejiang-Wenzhou
1763188601,t674,89237,2,3,60056,China/Shanghai-Shanghai
1765828680,t144,89406,2,1,60019,China/Guangdong-Shenzhen
1761435622,q658,89511,2,1,60053,China/Shanghai-Shanghai
1761873964,o224,89748,2,1,60003,China/Beijing-Beijing
1760542382,a952,89877,2,1,60015,China/Beijing-Beijing
1761278085,c942,89921,2,4,60068,China/Sichuan-Chengdu
1766781390,c883,51779,2,2,60058,China/Guangdong-Shenzhen
1764970014,v521,24129,2,1,60050,China/Jiangsu-Suzhou
1763024810,r444,47310,2,1,60024,China/Zhejiang-Wenzhou
1767051484,k535,16012,2,1,60064,China/Zhejiang-Wenzhou
1766918682,n858,25324,2,2,60024,China/Jiangsu-Suzhou
1763879058,y942,60210,2,1,60022,China/Guangdong-Shenzhen
1766014086,p272,70390,2,1,60039,China/Guangdong-Shenzhen
1762460802,p787,56173,2,1,60040,China/Sichuan-Chengdu
1762024489,c337,48424,2,1,60045,China/Zhejiang-Wenzhou
1764689597,g901,57698,2,2,60052,China/Shanghai-Shanghai
1765227657,v345,49157,2,1,60021,China/Zhejiang-Wenzhou
1764210358,q941,39775,1,1,60025,China/Shanghai-Shanghai
1763453875,d196,34303,4,2,60040,China/Beijing-Beijing
1766428453,t854,89373,2,1,60002,China/Guangdong-Shenzhen
1766073430,b376,65554,2,1,60059,China/Shanghai-Shanghai
1761345032,w242,75403,2,1,60027,China/Sichuan-Chengdu
1759779488,b200,46761,1,1,60078,China/Sichuan-Chengdu
1764513393,a997,86732,2,2,60057,China/Beijing-Beijing
1761552242,l274,39987,2,1,60034,China/Shanghai-Shanghai
1760059493,a193,69900,2,1,60039,China/Sichuan-Chengdu
1760460934,a119,83849,1,1,60052,China/Sichuan-Chengdu
1766607844,v338,48788,2,1,60049,China/Zhejiang-Wenzhou
1762650590,l735,89928,2,1,60005,China/Shanghai-Shanghai
1765428685,o186,79753,2,1,0,China/Jiangsu-Suzhou
1762442787,v844,77668,2,1,60052,China/Guangdong-Shenzhen
1765108173,a106,83892,2,1,60031,China/Guangdong-Shenzhen
1762328181,b619,82243,2,1,60019,China/Beijing-Beijing
1762073765,b299,54681,2,1,60044,China/Zhejiang-Wenzhou
1761634754,j520,88220,2,1,60040,China/Guangdong-Shenzhen
1765952317,b216,52826,2,1,60061,China/Guangdong-Shenzhen
1762055909,g325,26717,2,1,60049,China/Beijing-Beijing
1766070442,a429,17184,2,1,60080,China/Shanghai-Shanghai
1760106787,v676,36070,2,1,60008,China/Zhejiang-Wenzhou
1763695074,a876,65275,2,1,60056,China/Sichuan-Chengdu
1764447987,s456,47260,1,1,60017,China/Shanghai-Shanghai
1761902409,o624,25534,2,1,60013,China/Zhejiang-Wenzhou
1764666637,b249,85663,1,2,60057,China/Sichuan-Chengdu
1763422465,f759,18694,2,1,60077,China/Jiangsu-Suzhou
1763946043,v481,30094,2,1,60057,China/Guangdong-Shenzhen
1766643507,p450,34888,2,3,60016,China/Shanghai-Shanghai
1762237244,f157,46867,2,1,60052,China/Guangdong-Shenzhen
1762570438,d808,24158,3,1,60001,China/Sichuan-Chengdu
1761726982,w558,79406,2,3,0,China/Jiangsu-Suzhou
1762994215,q612,75909,2,1,60012,China/Shanghai-Shanghai
1765506394,x691,13705,2,1,60009,China/Jiangsu-Suzhou
1759971297,m669,67617,2,1,60054,China/Guangdong-Shenzhen
1761782261,f954,43399,2,3,60016,China/Sichuan-Chengdu
1760106970,x291,60274,2,4,60046,China/Jiangsu-Suzhou
1763575585,w796,32744,2,1,60008,China/Guangdong-Shenzhen
1760574893,i339,46429,2,1,60014,China/Shanghai-Shanghai
1760139226,t319,43730,2,1,60046,China/Guangdong-Shenzhen
1761052292,b907,54972,2,1,60021,China/Jiangsu-Suzhou
1761615864,i709,73487,4,1,60080,China/Beijing-Beijing
1761128928,b158,32749,2,3,60079,China/Zhejiang-Wenzhou
1762260848,w788,40859,2,1,60048,China/Sichuan-Chengdu
1764108331,y705,38915,2,1,60067,China/Sichuan-Chengdu
1759863759,h864,46147,2,1,60017,China/Guangdong-Shenzhen
1762248044,q333,81873,2,1,60068,China/Sichuan-Chengdu
1762362894,e559,83064,2,1,60051,China/Sichuan-Chengdu
1764006782,v666,81962,2,1,60039,China/Beijing-Beijing
1760566655,o860,51221,2,1,60038,China/Sichuan-Chengdu
1762693198,j583,35947,2,1,60078,China/Guangdong-Shenzhen
1760284220,g260,40131,2,1,60051,China/Jiangsu-Suzhou
1761495122,m938,23186,2,1,60047,China/Beijing-Beijing
1761788452,i475,22287,2,4,60048,China/Guangdong-Shenzhen
1761074986,x584,76778,2,1,60010,China/Jiangsu-Suzhou
1763790472,r975,13305,2,1,60062,China/Jiangsu-Suzhou
1761468955,n572,77051,1,1,60003,China/Zhejiang-Wenzhou
1766699968,o978,18910,2,1,60028,China/Beijing-Beijing
1765444743,h905,16221,2,1,60025,China/Sichuan-Chengdu
1760391537,e653,53445,2,1,60001,China/Sichuan-Chengdu
1762657931,n113,66909,2,1,60074,China/Guangdong-Shenzhen
1765298705,t636,88598,2,1,60071,China/Jiangsu-Suzhou
1760933164,i827,33646,2,1,60050,China/Shanghai-Shanghai
1762137854,y973,85888,2,1,60031,China/Guangdong-Shenzhen
1763185533,a780,59811,2,1,60064,China/Shanghai-Shanghai
1760638044,h334,61816,2,1,60034,China/Guangdong-Shenzhen
1762952024,f714,87436,2,1,60025,China/Guangdong-Shenzhen
1761326146,w897,75924,2,1,60002,China/Jiangsu-Suzhou
1762721772,p590,65711,2,1,60060,China/Guangdong-Shenzhen
1760832343,p885,58303,2,2,60040,China/Guangdong-Shenzhen
1760257458,k160,22383,2,1,60075,China/Guangdong-Shenzhen
1759686899,h516,30342,2,1,60014,China/Jiangsu-Suzhou
1763951065,g112,33058,2,1,60049,China/Shanghai-Shanghai
1761533390,s483,16384,2,1,60076,China/Sichuan-Chengdu
1764761783,d571,55279,2,4,60069,China/Zhejiang-Wenzhou
1764027992,k272,69531,2,3,60022,China/Sichuan-Chengdu
1765573977,e472,23699,2,1,60074,China/Jiangsu-Suzhou
1761133592,e616,23522,2,1,60047,China/Sichuan-Chengdu
1764094735,d727,14673,2,4,60067,China/Zhejiang-Wenzhou
1760257959,e968,49164,2,4,60076,China/Guangdong-Shenzhen
1763545164,j875,60650,2,1,60054,China/Sichuan-Chengdu
1764052563,e644,75759,2,1,60052,China/Beijing-Beijing
1761832055,q825,28084,4,1,60058,China/Sichuan-Chengdu
1761073944,r824,67703,2,4,60060,China/Zhejiang-Wenzhou
1762648354,d221,23666,2,1,60017,China/Sichuan-Chengdu
1759746763,l288,43986,2,1,60027,China/Zhejiang-Wenzhou
1766429910,e996,88131,2,1,60067,China/Zhejiang-Wenzhou
1759841882,k636,89240,2,1,60016,China/Sichuan-Chengdu
1761194088,y444,33763,2,1,60018,China/Zhejiang-Wenzhou
1763137807,z539,21878,2,1,60072,China/Shanghai-Shanghai
1764720825,h155,26368,2,1,60066,China/Beijing-Beijing
1765757505,y877,61675,2,1,60027,China/Shanghai-Shanghai
1763630666,a994,20075,2,1,60057,China/Shanghai-Shanghai
1767077118,p854,37505,2,1,60059,China/Beijing-Beijing
1760286429,u776,78412,2,1,60042,China/Sichuan-Chengdu
1761033985,u350,29623,2,3,60054,China/Jiangsu-Suzhou
1765668386,t450,64772,2,1,60036,China/Guangdong-Shenzhen
1766273395,g775,88046,2,1,60055,China/Beijing-Beijing
1765254504,k763,50413,2,1,60028,China/Shanghai-Shanghai
1765143055,s220,37598,2,1,60029,China/Zhejiang-Wenzhou
1766736140,d319,45904,2,1,60072,China/Zhejiang-Wenzhou
1760106530,x958,27961,4,1,60044,China/Shanghai-Shanghai
1760130010,f303,34203,2,4,60040,China/Shanghai-Shanghai
1766210607,a583,42397,2,1,60066,China/Zhejiang-Wenzhou
1759901967,b651,77195,1,1,60002,China/Jiangsu-Suzhou
1765033933,v746,63651,2,2,60063,China/Jiangsu-Suzhou
1760486160,z809,71102,2,1,60077,China/Sichuan-Chengdu
1760018282,j929,26083,2,1,60038,China/Beijing-Beijing
1760383519,x542,48658,4,2,60059,China/Jiangsu-Suzhou
1762625533,e394,70382,2,1,60037,China/Zhejiang-Wenzhou
1761278821,q415,30243,2,1,60058,China/Jiangsu-Suzhou
1761595368,e575,15351,2,2,60063,China/Guangdong-Shenzhen
1760142363,r754,57874,2,4,60056,China/Shanghai-Shanghai
1761961373,j470,11454,4,1,60036,China/Guangdong-Shenzhen
1762743228,k592,41618,2,1,60044,China/Jiangsu-Suzhou
1761372992,g672,83656,2,1,60064,China/Jiangsu-Suzhou
1764137480,b347,68340,1,3,60059,China/Jiangsu-Suzhou
1762337443,s764,72657,2,1,60007,China/Jiangsu-Suzhou
1764077982,i336,34084,4,1,60041,China/Sichuan-Chengdu
1764444870,i502,70505,2,1,60080,China/Beijing-Beijing
1764800939,k524,76642,2,2,60047,China/Jiangsu-Suzhou
1766864590,w729,14221,2,1,60003,China/Jiangsu-Suzhou
1761002840,n256,81771,2,1,60005,China/Guangdong-Shenzhen
1763196095,q127,37998,2,1,60067,China/Shanghai-Shanghai
1761739231,c420,50568,2,2,60063,China/Sichuan-Chengdu
1766776258,c260,78584,2,1,60003,China/Sichuan-Chengdu
1766763981,z522,78366,2,1,60053,China/Jiangsu-Suzhou
1761759408,g271,28731,2,1,60037,China/Shanghai-Shanghai
1764527047,v252,12477,4,1,60056,China/Sichuan-Chengdu
1759897413,y612,17950,2,1,60048,China/Zhejiang-Wenzhou
1764629681,a743,85874,4,1,60066,China/Sichuan-Chengdu
1764596322,r381,65888,2,1,60073,China/Shanghai-Shanghai
1759412173,h678,74356,2,1,60033,China/Zhejiang-Wenzhou
1764230949,x641,24373,2,1,60035,China/Sichuan-Chengdu
1761541187,d976,14735,2,1,60075,China/Guangdong-Shenzhen
1759934224,a199,72605,2,1,60046,China/Shanghai-Shanghai
1761152927,c188,40670,2,4,60026,China/Zhejiang-Wenzhou
1760396168,y209,53939,2,1,60051,China/Sichuan-Chengdu
1761790684,t598,19552,2,1,60037,China/Zhejiang-Wenzhou
1759396432,q940,29614,2,1,60056,China/Shanghai-Shanghai
1760274766,z639,76952,4,1,60054,China/Zhejiang-Wenzhou
1761239193,d948,14515,2,1,60022,China/Guangdong-Shenzhen
1760664108,r135,42326,2,1,60031,China/Beijing-Beijing
1766963813,t693,84402,2,1,0,China/Jiangsu-Suzhou
1761821987,d631,45853,2,2,60021,China/Jiangsu-Suzhou
1763646782,w779,36749,2,4,60041,China/Zhejiang-Wenzhou
1766142589,r708,32210,2,1,60004,China/Zhejiang-Wenzhou
1767031581,i236,24325,2,1,60049,China/Jiangsu-Suzhou
1765202353,n867,33119,1,1,60054,China/Beijing-Beijing
1761501401,b940,51541,2,1,60015,China/Shanghai-Shanghai
1764311804,e909,38584,2,1,60063,China/Guangdong-Shenzhen
1763015296,x450,61511,2,2,60065,China/Jiangsu-Suzhou
1760559964,b648,32617,2,1,60053,China/Shanghai-Shanghai
1766872689,y351,26350,2,1,60080,China/Zhejiang-Wenzhou
1764820723,z500,73140,2,1,60017,China/Beijing-Beijing
1766715581,p829,41908,2,2,60027,China/Jiangsu-Suzhou
1763451652,c720,12138,2,1,60028,China/Shanghai-Shanghai
1765340466,l768,73761,4,1,60003,China/Sichuan-Chengdu
1764692828,f526,50635,2,1,60014,China/Zhejiang-Wenzhou
1764787057,g668,82801,2,1,60052,China/Jiangsu-Suzhou
1766894450,z663,41706,2,1,60005,China/Guangdong-Shenzhen
1765359723,i816,79776,2,3,60024,China/Zhejiang-Wenzhou
1761337641,j194,38517,2,2,60067,China/Sichuan-Chengdu
1763669572,j422,63318,2,1,60033,China/Beijing-Beijing
1759338815,m765,13773,2,3,60029,China/Beijing-Beijing
1763966948,u408,81136,2,1,60017,China/Sichuan-Chengdu
1766919020,c387,82733,3,4,60032,China/Beijing-Beijing
1763853813,w597,17529,2,1,60038,China/Beijing-Beijing
1760826040,d185,17416,2,4,60066,China/Jiangsu-Suzhou
1763312897,h235,60510,4,3,60078,China/Guangdong-Shenzhen
1766268446,s664,86774,2,2,60020,China/Beijing-Beijing
1766470292,r130,62597,2,1,60078,China/Beijing-Beijing
1760105183,g101,30014,4,2,60048,China/Zhejiang-Wenzhou
1762166349,p141,64469,2,1,60064,China/Guangdong-Shenzhen
1762004693,x610,67275,4,1,60047,China/Beijing-Beijing
1763446827,c206,39289,2,3,60025,China/Zhejiang-Wenzhou
1764176149,f227,52918,2,1,60018,China/Zhejiang-Wenzhou
1762821206,l684,16895,2,2,60047,China/Beijing-Beijing
1765101248,l995,29572,2,2,60011,China/Sichuan-Chengdu
1767183244,x447,88842,2,1,60020,China/Jiangsu-Suzhou
1759374907,k972,29058,2,1,60065,China/Guangdong-Shenzhen
1764416412,d310,76666,2,1,60001,China/Beijing-Beijing
1766837771,v648,66889,2,1,60037,China/Guangdong-Shenzhen
1761431191,l364,60527,2,1,60067,China/Zhejiang-Wenzhou
1766557864,w920,74289,2,1,60062,China/Guangdong-Shenzhen
1761562627,w238,10585,4,1,60031,China/Sichuan-Chengdu
1767060755,t151,70821,2,1,60058,China/Shanghai-Shanghai
1765315279,x341,48462,2,1,60039,China/Sichuan-Chengdu
1761968123,s691,52925,1,1,60062,China/Beijing-Beijing
