order_no,user_id,pay_type,pay_status,amount,gift_amount,real_amount,create_time,is_first_order
133580521,48700,3,3,13567,135.67,13702.67,1766501512,0
144870812,48700,1,2,3738,37.38,3775.38,1766600188,0
127341432,48700,3,3,2870,28.7,2898.7,1766855935,0
124496774,48700,1,2,3225,32.25,3257.25,1766945209,0
120074407,48700,2,4,63478,634.78,64112.78,1767008306,0
143925061,48700,4,NA,2184,21.84,2205.84,1767017000,0
140325726,48700,1,4,3913,39.13,3952.13,1767029715,0
127065392,48700,3,2,7161,71.61,7232.61,1767096914,0
146538159,48813,1,1,124,1.24,125.24,1766577888,1
148478222,48827,4,4,846,8.46,854.46,1764526410,1
119512981,48827,3,1,452,4.52,456.52,1766511447,0
130239313,48840,4,2,640,6.4,646.4,1764578791,1
117241156,48840,5,4,113,1.13,114.13,1766266534,0
105629047,48851,2,2,234,2.34,236.34,1764744805,1
116663223,48851,2,2,450,4.5,454.5,1765801117,0
135616355,48940,1,5,397,3.97,400.97,1765976280,1
139446066,49118,2,4,126,1.26,127.26,1765562081,1
114388567,49118,4,1,278,2.78,280.78,1766124295,0
126046817,49139,1,5,184,1.84,185.84,1765647683,1
145902545,49139,3,4,126,1.26,127.26,1766161182,0
123223518,49173,5,4,569,5.69,574.69,1765174632,1
127553844,49201,4,2,490,4.9,494.9,1764856296,1
117955353,49201,2,4,424,4.24,428.24,1767146767,0
148258194,49216,1,4,575,5.75,580.75,1764744959,1
122207105,49216,5,3,120,1.2,121.2,1764829758,0
110957001,49216,4,4,163,1.63,164.63,1765502611,0
101608072,49216,2,3,110,1.1,111.1,1765590000,0
104554000,49216,3,1,250,2.5,252.5,1765692796,0
141862038,49227,5,2,364,3.64,367.64,1765540911,1
113026932,49264,4,3,410,4.1,414.1,1766424258,1
127694293,49264,NA,3,580,5.8,585.8,1767018545,0
147244016,49287,5,5,202,2.02,204.02,1765455834,1
127091162,49355,2,2,485,4.85,489.85,1765741635,1
102729373,49355,5,3,489,4.89,493.89,1765783716,0
129054253,49355,3,3,375,3.75,378.75,1766421827,0
137991713,49355,3,2,623,6.23,629.23,1766426078,0
149423317,49355,3,5,150,1.5,151.5,1766879413,0
141660935,49355,1,2,533,5.33,538.33,1766942375,0
129411285,49364,1,2,599,5.99,604.99,1764764368,1
109959743,49364,1,2,300,3,303,1765247626,0
132900507,49393,1,2,111,1.11,112.11,1764728537,1
106154392,49506,5,2,480,4.8,484.8,1766424610,1
136701454,49691,4,2,215,2.15,217.15,1764658438,1
140453950,49691,4,2,274,2.74,276.74,1765043121,0
140606653,49691,3,4,102,1.02,103.02,1765347215,0
129959123,49691,1,2,298,2.98,300.98,1765350512,0
116815514,49691,5,4,149,1.49,150.49,1767115266,0
146939627,49928,3,2,20714,207.14,20921.14,1764593778,1
131973043,49928,3,5,5670,56.7,5726.7,1764774496,0
113229060,49928,3,4,956,9.56,965.56,1764784622,0
137813003,49928,3,3,4470,44.7,4514.7,1764812533,0
126475781,49928,5,2,2566,25.66,2591.66,1764853577,0
108574740,49928,1,2,3318,33.18,3351.18,1764869694,0
131104054,49928,2,5,6468,64.68,6532.68,1765189657,0
134672665,49928,1,4,3792,37.92,3829.92,1765954409,0
147715825,49928,2,2,4371,43.71,4414.71,1765973506,0
119061835,49928,1,2,63464,634.64,64098.64,1766022292,0
106290647,49928,4,2,24235,242.35,24477.35,1766487393,0
136464817,49928,5,2,76768,767.68,77535.68,1766507893,0
141662447,49928,2,4,2718,27.18,2745.18,1766519803,0
130443433,49928,2,2,3323,33.23,3356.23,1766740097,0
118877940,49928,5,4,44522,445.22,44967.22,1766769515,0
118791751,49928,2,4,3422,34.22,3456.22,1766813285,0
132678803,49928,2,4,1980,19.8,1999.8,1766975069,0
132829690,49928,2,2,3580,35.8,3615.8,1767040647,0
148151740,49928,2,5,17716,177.16,17893.16,1767135977,0
116425115,49928,1,2,2304,23.04,2327.04,1767185937,0
143355049,50082,2,2,3625,36.25,3661.25,1764851236,1
132784742,50082,4,4,53335,533.35,53868.35,1764966290,0
101447469,50082,1,5,42099,420.99,42519.99,1765089227,0
136435207,50082,5,4,5335,53.35,5388.35,1765148470,0
144065995,50082,5,5,1803,18.03,1821.03,1765371151,0
124953532,50082,5,2,1370,13.7,1383.7,1765371220,0
116387034,50082,2,2,50329,503.29,50832.29,1765407761,0
123750851,50082,3,4,3877,38.77,3915.77,1765409002,0
117690545,50082,3,2,15125,151.25,15276.25,1765469341,0
148365514,50082,4,5,4247,42.47,4289.47,1765878181,0
148143640,50082,1,4,8320,83.2,8403.2,1765941728,0
111113378,50082,2,2,2231,22.31,2253.31,1766250292,0
128006992,50082,2,2,6186,61.86,6247.86,1766578930,0
135318398,50082,1,2,3165,31.65,3196.65,1766825939,0
116456015,50082,1,4,1769,17.69,1786.69,1766926035,0
134481893,50082,2,2,3531,35.31,3566.31,1766946244,0
143499411,50082,1,4,3784,37.84,3821.84,1767152671,0
147742866,50150,1,1,276,2.76,278.76,1765022430,1
116945791,50208,5,4,213,2.13,215.13,1766758543,1
125212015,50208,2,2,621,6.21,627.21,1767148314,0
126270243,50226,2,2,452,4.52,456.52,1764744990,1
149637155,50250,4,5,135,1.35,136.35,1766198884,1
141628130,50286,5,4,641,6.41,647.41,1766370813,1
149268802,50286,5,1,163,1.63,164.63,1766768805,0
123049811,50302,3,2,292,2.92,294.92,1764602239,1
129700874,50302,4,4,125,1.25,126.25,1764898042,0
100236543,50310,5,1,209,2.09,211.09,1765023812,1
135252852,50310,3,3,165,1.65,166.65,1765347240,0
113961336,50390,2,4,207,2.07,209.07,1765571049,1
132776744,50390,4,2,93,0.93,93.93,1765937917,0
116670045,50390,NA,2,197,1.97,198.97,1766658931,0
130312236,50390,2,5,124,1.24,125.24,1766904708,0
148215256,50444,4,4,255,2.55,257.55,1764583553,1
149328908,50444,2,5,239,2.39,241.39,1766173259,0
114922980,50587,2,4,264,2.64,266.64,1765002873,1
100193896,50587,4,4,354,3.54,357.54,1766023201,0
128518990,50726,4,2,2994,29.94,3023.94,1764590739,1
109279135,50726,4,5,22218,222.18,22440.18,1764599161,0
123022995,50726,4,2,9728,97.28,9825.28,1764936214,0
127388613,50726,1,4,47060,470.6,47530.6,1765098823,0
102249570,50726,4,2,120624,1206.24,121830.24,1765129246,0
133568308,50726,1,2,4584,45.84,4629.84,1765205577,0
147573416,50726,4,4,7303,73.03,7376.03,1765350505,0
137438673,50726,5,2,1392,13.92,1405.92,1765433679,0
143195983,50726,4,2,2337,23.37,2360.37,1765543198,0
146131472,50726,5,4,3291,32.91,3323.91,1766036937,0
136449331,50726,5,2,8993,89.93,9082.93,1766291447,0
111722265,50726,4,4,101227,1012.27,102239.27,1766383630,0
142608394,50726,2,2,4028,40.28,4068.28,1766566522,0
100902103,50726,4,3,74634,746.34,75380.34,1766753317,0
123626775,50726,3,2,49917,499.17,50416.17,1766769915,0
134780113,50726,3,5,83624,836.24,84460.24,1767185051,0
116915459,50873,4,4,239,2.39,241.39,1766685167,1
138533234,50960,1,1,130,1.3,131.3,1764888251,1
119589284,50960,1,4,294,2.94,296.94,1766372434,0
106832307,50966,2,4,620,6.2,626.2,1765129657,1
108782159,50966,2,2,393,3.93,396.93,1767171917,0
120995056,50974,2,1,183,1.83,184.83,1765905133,1
135551437,50974,2,2,309,3.09,312.09,1767028719,0
121988476,51059,4,5,376,3.76,379.76,1766491897,1
112383729,51059,1,4,184,1.84,185.84,1766524150,0
130685526,51059,1,1,259,2.59,261.59,1767012526,0
121727108,51120,1,4,274,2.74,276.74,1765003802,1
120358029,51120,1,2,264,2.64,266.64,1765554190,0
130489776,51120,3,4,427,4.27,431.27,1767182254,0
123333040,51169,1,1,383,3.83,386.83,1764744445,1
123650067,51279,4,2,11448,114.48,11562.48,1764611603,1
138651788,51279,2,5,3628,36.28,3664.28,1764830997,0
134979405,51279,4,4,2423,24.23,2447.23,1764916571,0
118429979,51279,1,5,36436,364.36,36800.36,1765022430,0
137791539,51279,3,2,19345,193.45,19538.45,1765166933,0
110856096,51279,3,2,17737,177.37,17914.37,1765798137,0
115268439,51279,4,4,49025,490.25,49515.25,1765955036,0
146206014,51279,2,2,1506,15.06,1521.06,1766126866,0
126415441,51279,5,1,12487,124.87,12611.87,1766147062,0
144985139,51279,5,4,18374,183.74,18557.74,1766212001,0
136339429,51279,5,4,2301,23.01,2324.01,1766233789,0
131915672,51279,2,4,4300,43,4343,1766359372,0
116526234,51279,3,2,3025,30.25,3055.25,1766426307,0
112960114,51279,1,4,73478,734.78,74212.78,1766607651,0
115118031,51279,5,2,1256,12.56,1268.56,1766645717,0
145399822,51279,5,4,2977,29.77,3006.77,1766818121,0
134090674,51279,2,2,2543,25.43,2568.43,1766923426,0
131337203,51279,2,2,91529,915.29,92444.29,1767183570,0
146891683,51279,4,1,4522,45.22,4567.22,1767183822,0
101129237,51306,2,2,326,3.26,329.26,1764945356,1
149447447,51431,NA,1,948,9.48,957.48,1766941901,1
102501624,51450,1,3,306,3.06,309.06,1766617207,1
107834256,51486,1,2,166,1.66,167.66,1766472624,1
111538674,51829,2,2,115,1.15,116.15,1764936578,1
107778387,51975,2,2,285,2.85,287.85,1765732126,1
125836684,51975,1,2,106,1.06,107.06,1766309887,0
123814807,51975,4,5,334,3.34,337.34,1766838237,0
127275726,52018,2,1,132,1.32,133.32,1765656744,1
130685689,52018,2,5,340,3.4,343.4,1766754399,0
133031972,52018,4,2,189,1.89,190.89,1767070379,0
126706552,52051,2,3,424,4.24,428.24,1766818762,1
102277605,52051,3,1,260,2.6,262.6,1766977765,0
133449112,52281,2,2,105,1.05,106.05,1764742114,1
135750434,52281,4,2,304,3.04,307.04,1766202016,0
126472212,52281,1,2,395,3.95,398.95,1766339963,0
108499848,52315,2,2,3603,36.03,3639.03,1764722776,1
141120092,52315,5,4,2141,21.41,2162.41,1764764464,0
128855770,52315,5,4,9755,97.55,9852.55,1764939456,0
134940141,52315,2,1,2562,25.62,2587.62,1765176788,0
133415843,52315,5,4,1489,14.89,1503.89,1765368717,0
129182682,52315,2,3,1287,12.87,1299.87,1765433966,0
132143831,52315,4,4,7402,74.02,7476.02,1765560135,0
129384286,52315,5,2,3456,34.56,3490.56,1766096555,0
136334805,52315,1,2,2161,21.61,2182.61,1766109596,0
104455726,52315,5,4,43388,433.88,43821.88,1766298577,0
111009029,52315,2,4,2221,22.21,2243.21,1766546567,0
129798999,52315,5,NA,1200,12,1212,1766774384,0
123726293,52315,1,4,715,7.15,722.15,1766818186,0
141636149,52315,NA,4,40001,400.01,40401.01,1766857140,0
129743799,52315,4,2,18023,180.23,18203.23,1766944281,0
142293361,52315,4,5,3640,36.4,3676.4,1766949184,0
105382912,52315,1,5,1760,17.6,1777.6,1767010880,0
119110330,52445,4,3,346,3.46,349.46,1765542753,1
139536503,52445,1,4,399,3.99,402.99,1765862530,0
133601591,52445,4,2,321,3.21,324.21,1766598522,0
103475697,52488,4,5,150,1.5,151.5,1766061512,1
133567151,52494,4,2,359,3.59,362.59,1765132587,1
109924265,52494,5,5,210,2.1,212.1,1766235592,0
120010999,52525,1,2,164,1.64,165.64,1767116589,1
144347967,52659,1,1,97,0.97,97.97,1765301843,1
139683734,52923,4,2,4173,41.73,4214.73,1764556856,1
107450297,52923,5,4,22296,222.96,22518.96,1764741546,0
113946356,52923,2,2,56760,567.6,57327.6,1764790812,0
134793063,52923,5,4,4080,40.8,4120.8,1764799396,0
117678393,52923,5,4,24385,243.85,24628.85,1764831240,0
108057474,52923,1,2,2037,20.37,2057.37,1765021796,0
112573260,52923,1,2,13143,131.43,13274.43,1765248274,0
119993684,52923,2,3,11126,111.26,11237.26,1765288321,0
110397655,52923,2,4,32381,323.81,32704.81,1765435466,0
107268999,52923,4,2,821,8.21,829.21,1765569354,0
144444336,52923,2,2,2951,29.51,2980.51,1765645271,0
119003439,52923,3,4,3190,31.9,3221.9,1765769867,0
109047282,52923,4,2,5809,58.09,5867.09,1765991468,0
123019639,52923,3,4,9560,95.6,9655.6,1766004853,0
119080362,52923,NA,4,9944,99.44,10043.44,1766570206,0
138036515,52923,5,4,5686,56.86,5742.86,1766943675,0
145574274,52940,3,4,104,1.04,105.04,1766286931,1
107337927,52986,5,3,153,1.53,154.53,1765263566,1
107536737,53123,2,4,76,0.76,76.76,1766752987,1
112018475,53151,4,1,319,3.19,322.19,1765608844,1
108200962,53155,4,2,307,3.07,310.07,1764953078,1
106529602,53185,4,4,914,9.14,923.14,1765863793,1
122631938,53185,2,3,436,4.36,440.36,1767183030,0
108025838,53298,2,4,367,3.67,370.67,1765386517,1
141600895,53298,5,5,316,3.16,319.16,1766146043,0
110325464,53318,4,5,1183,11.83,1194.83,1766337255,1
105581568,53330,1,1,156,1.56,157.56,1766424874,1
123327854,53330,5,1,231,2.31,233.31,1766588558,0
134649419,53330,2,5,170,1.7,171.7,1766728697,0
138149043,53411,3,2,3769,37.69,3806.69,1764674790,1
135796740,53411,4,4,4312,43.12,4355.12,1764679691,0
140751688,53411,2,5,78246,782.46,79028.46,1764782043,0
132792551,53411,5,5,1871,18.71,1889.71,1764894992,0
119444902,53411,4,4,4572,45.72,4617.72,1764996770,0
144756936,53411,2,2,34151,341.51,34492.51,1765002613,0
102386091,53411,1,4,4783,47.83,4830.83,1765153149,0
142104658,53411,4,4,10474,104.74,10578.74,1765301019,0
110331644,53411,1,2,12148,121.48,12269.48,1765594465,0
145958217,53411,2,2,3425,34.25,3459.25,1765694084,0
121632549,53411,1,2,25052,250.52,25302.52,1765780972,0
145576751,53411,2,2,8639,86.39,8725.39,1766113675,0
105762757,53411,4,1,61156,611.56,61767.56,1766224968,0
101315382,53411,3,4,1118,11.18,1129.18,1766546546,0
139460516,53411,1,5,3344,33.44,3377.44,1766819794,0
145575925,53411,1,2,1954,19.54,1973.54,1766856619,0
116328222,53411,4,5,5911,59.11,5970.11,1766986955,0
129141716,53461,5,5,322,3.22,325.22,1765406559,1
125036994,53477,4,4,396,3.96,399.96,1765787179,1
126399856,53522,1,4,190,1.9,191.9,1764917050,1
139206049,53522,1,5,788,7.88,795.88,1765388074,0
129217385,53525,3,2,569,5.69,574.69,1765142038,1
118071185,53525,4,2,217,2.17,219.17,1766099890,0
145654643,53612,5,4,913,9.13,922.13,1764582659,1
139287323,53612,4,5,140,1.4,141.4,1765715721,0
137141067,53682,3,2,381,3.81,384.81,1765972883,1
146125332,53682,2,4,176,1.76,177.76,1766078632,0
149644037,54028,1,4,187,1.87,188.87,1766055510,1
111954261,54028,5,4,791,7.91,798.91,1766579064,0
104152079,54029,2,4,131,1.31,132.31,1764921864,1
129375449,54147,5,4,13740,137.4,13877.4,1764816903,1
147639898,54147,2,4,3274,32.74,3306.74,1764818289,0
142835185,54147,3,2,10350,103.5,10453.5,1765078354,0
128266918,54147,1,2,2288,22.88,2310.88,1765349803,0
100504523,54147,3,4,12807,128.07,12935.07,1765532769,0
129564746,54147,3,2,31292,312.92,31604.92,1765814695,0
134155680,54147,5,1,1495,14.95,1509.95,1765866244,0
104732337,54147,5,4,88196,881.96,89077.96,1765867236,0
142381984,54147,3,4,11321,113.21,11434.21,1765953623,0
117196835,54147,1,4,20055,200.55,20255.55,1766124649,0
114872053,54147,3,2,56307,563.07,56870.07,1766171480,0
123288287,54147,3,2,1094,10.94,1104.94,1766252065,0
138929157,54147,NA,4,4871,48.71,4919.71,1766479610,0
134989614,54147,5,4,76668,766.68,77434.68,1766551575,0
138914267,54147,1,2,63759,637.59,64396.59,1766558366,0
149408444,54147,5,4,2756,27.56,2783.56,1766750962,0
105164378,54147,1,4,22673,226.73,22899.73,1766786135,0
103855963,54147,3,5,92993,929.93,93922.93,1767104127,0
102794362,54433,2,2,5100,51,5151,1764524821,1
118030425,54433,2,2,12734,127.34,12861.34,1765172505,0
129570449,54433,1,3,3499,34.99,3533.99,1765295844,0
129933425,54433,3,2,3001,30.01,3031.01,1765307683,0
120743884,54433,3,2,12573,125.73,12698.73,1765520076,0
146435536,54433,3,4,1069,10.69,1079.69,1765694514,0
149286283,54433,3,5,2863,28.63,2891.63,1766034033,0
114713748,54433,2,4,6988,69.88,7057.88,1766101328,0
130067834,54433,2,4,896,8.96,904.96,1766163823,0
130749769,54433,5,2,13228,132.28,13360.28,1766583869,0
124335193,54433,3,2,4115,41.15,4156.15,1766658852,0
115195871,54433,2,4,3728,37.28,3765.28,1766750670,0
120971971,54433,2,4,2620,26.2,2646.2,1766892823,0
101520865,54433,3,2,10651,106.51,10757.51,1767012795,0
124169276,54546,5,1,497,4.97,501.97,1765211577,1
109990524,54546,NA,4,381,3.81,384.81,1765965359,0
122064949,54546,4,2,839,8.39,847.39,1766454275,0
138492539,54546,5,NA,308,3.08,311.08,1766501261,0
148979510,54636,1,3,314,3.14,317.14,1766596938,1
124979754,54636,2,3,415,4.15,419.15,1767188044,0
144274243,54691,4,2,573,5.73,578.73,1764571531,1
109978681,54691,1,2,269,2.69,271.69,1764793931,0
142960383,54738,4,2,100299,1002.99,101301.99,1764523037,1
133382342,54738,3,4,46806,468.06,47274.06,1764829057,0
101010387,54738,1,2,3498,34.98,3532.98,1764868404,0
138108377,54738,4,1,21276,212.76,21488.76,1764936839,0
117634378,54738,2,4,1088,10.88,1098.88,1765274806,0
134118031,54738,5,4,3425,34.25,3459.25,1765658994,0
136253575,54738,1,NA,2943,29.43,2972.43,1765693538,0
124128923,54738,3,1,4451,44.51,4495.51,1765818196,0
117310806,54738,5,4,1299,12.99,1311.99,1766039056,0
102348116,54738,3,4,10247,102.47,10349.47,1766190947,0
124104874,54738,4,4,12133,121.33,12254.33,1766298525,0
105339497,54738,5,3,4151,41.51,4192.51,1766412757,0
108163844,54738,3,2,7793,77.93,7870.93,1766463564,0
113001539,54738,4,2,13783,137.83,13920.83,1766603974,0
136257913,54738,1,4,4122,41.22,4163.22,1767100482,0
116558186,54738,3,3,3967,39.67,4006.67,1767117282,0
146818441,54844,2,4,136,1.36,137.36,1765054824,1
131208330,54844,5,2,333,3.33,336.33,1765428970,0
118677982,54888,5,1,187,1.87,188.87,1767038442,1
148286915,54888,3,4,482,4.82,486.82,1767096778,0
107770138,54969,1,2,195,1.95,196.95,1764654515,1
138071921,54969,4,2,226,2.26,228.26,1764664709,0
135861635,54977,4,NA,162,1.62,163.62,1765865552,1
146153275,55172,3,2,198,1.98,199.98,1766680295,1
146771105,55172,4,4,173,1.73,174.73,1766792800,0
115965688,55365,1,2,170,1.7,171.7,1764914675,1
129645597,55365,5,4,225,2.25,227.25,1766569613,0
104127120,55474,3,4,263,2.63,265.63,1764559104,1
136427882,55545,2,5,445,4.45,449.45,1764869159,1
138447102,55545,5,2,174,1.74,175.74,1766989743,0
147549849,55545,5,4,845,8.45,853.45,1767020555,0
130499998,55622,5,4,3922,39.22,3961.22,1764599953,1
127806388,55622,4,1,90750,907.5,91657.5,1764747923,0
124254527,55622,5,2,6928,69.28,6997.28,1764817642,0
124689488,55622,4,4,3729,37.29,3766.29,1764927571,0
108131306,55622,4,2,3087,30.87,3117.87,1765617060,0
120789155,55622,1,4,2064,20.64,2084.64,1765951822,0
136902441,55622,1,4,6305,63.05,6368.05,1766389037,0
115439538,55622,5,5,3497,34.97,3531.97,1766512731,0
139365567,55622,1,2,3651,36.51,3687.51,1766551572,0
109404639,55622,1,4,1903,19.03,1922.03,1766556304,0
140808090,55622,4,2,1741,17.41,1758.41,1766728607,0
120374960,55622,5,2,3171,31.71,3202.71,1766989000,0
141564161,55812,2,1,83,0.83,83.83,1765479373,1
135215232,55822,2,2,234,2.34,236.34,1766215680,1
104188795,55869,5,4,329,3.29,332.29,1766443916,1
104493462,55912,4,4,371,3.71,374.71,1764697941,1
143793968,56045,3,4,768,7.68,775.68,1764570426,1
107570335,56045,4,4,510,5.1,515.1,1767119167,0
120131345,56086,3,2,126,1.26,127.26,1765030429,1
142495283,56086,4,4,224,2.24,226.24,1765361727,0
130660834,56086,4,4,130,1.3,131.3,1765493716,0
112595112,56177,3,4,84,0.84,84.84,1765070330,1
112938982,56177,1,3,72,0.72,72.72,1766926669,0
134792847,56257,4,4,252,2.52,254.52,1765267361,1
143577007,56296,5,2,444,4.44,448.44,1767115722,1
134066566,56384,1,4,168,1.68,169.68,1766124851,1
107941566,56496,3,4,341,3.41,344.41,1766117833,1
112407971,56671,2,4,325,3.25,328.25,1764869230,1
129389831,56688,3,4,216,2.16,218.16,1765628449,1
112113282,56801,1,5,265,2.65,267.65,1767115531,1
137883945,56832,1,2,168,1.68,169.68,1765392449,1
139542827,56832,3,4,596,5.96,601.96,1765628099,0
107063746,56832,5,NA,380,3.8,383.8,1766989338,0
145525688,56881,1,5,216,2.16,218.16,1764883704,1
113956867,56881,1,5,190,1.9,191.9,1766148009,0
110772651,56928,1,1,415,4.15,419.15,1766425009,1
104717829,57130,5,4,1732,17.32,1749.32,1764744347,1
133650220,57130,4,4,38901,389.01,39290.01,1764931186,0
100009796,57130,5,4,2868,28.68,2896.68,1765023405,0
149006873,57130,5,4,12022,120.22,12142.22,1765126328,0
100335248,57130,1,2,8197,81.97,8278.97,1765630759,0
105373724,57130,5,5,9398,93.98,9491.98,1765800778,0
131794180,57130,1,2,11457,114.57,11571.57,1765867615,0
131654933,57130,5,2,1306,13.06,1319.06,1766299293,0
118027158,57130,3,1,1992,19.92,2011.92,1766470004,0
102689160,57130,3,2,6796,67.96,6863.96,1766597653,0
147421514,57130,3,2,1043,10.43,1053.43,1766701041,0
123001151,57238,3,2,122,1.22,123.22,1766470090,1
107596040,57258,2,5,137,1.37,138.37,1764972757,1
149752551,57258,2,1,350,3.5,353.5,1766730493,0
101192083,57258,1,2,131,1.31,132.31,1766805961,0
115922844,57302,5,2,3430,34.3,3464.3,1764609612,1
128367930,57302,1,2,4525,45.25,4570.25,1764771472,0
134300290,57302,3,4,46177,461.77,46638.77,1764821179,0
135842083,57302,1,2,16660,166.6,16826.6,1765733716,0
118912396,57302,4,2,15183,151.83,15334.83,1765918160,0
142210279,57302,1,4,21182,211.82,21393.82,1766097368,0
140239275,57302,2,4,3538,35.38,3573.38,1766152285,0
145965762,57302,5,5,45949,459.49,46408.49,1766231683,0
145947497,57302,5,2,2075,20.75,2095.75,1766617503,0
134807207,57302,5,2,56181,561.81,56742.81,1766739412,0
109241464,57491,4,2,514,5.14,519.14,1766191264,1
107752988,57499,4,2,203,2.03,205.03,1764885677,1
149078453,57499,5,3,92,0.92,92.92,1765450418,0
127048972,57499,3,4,277,2.77,279.77,1766685191,0
121828549,57728,5,4,1204,12.04,1216.04,1764631193,1
125881878,57728,1,5,14989,149.89,15138.89,1764678064,0
136387961,57728,3,4,1706,17.06,1723.06,1764852963,0
127451244,57728,4,2,1701,17.01,1718.01,1765001286,0
136342318,57728,3,2,25401,254.01,25655.01,1765110125,0
121572029,57728,2,2,4451,44.51,4495.51,1765283957,0
138999937,57728,2,4,6702,67.02,6769.02,1765387966,0
106422095,57728,2,3,33769,337.69,34106.69,1765390320,0
103862755,57728,1,1,16180,161.8,16341.8,1765456504,0
124892359,57728,2,2,2204,22.04,2226.04,1765628286,0
107921304,57728,5,2,2884,28.84,2912.84,1765693444,0
136750700,57728,5,4,2018,20.18,2038.18,1765937481,0
140973494,57728,5,4,2707,27.07,2734.07,1766037618,0
122201597,57728,2,2,46466,464.66,46930.66,1766098777,0
145596884,57728,3,5,37487,374.87,37861.87,1766122576,0
114665117,57728,3,2,1029,10.29,1039.29,1766164975,0
128081563,57728,5,2,22858,228.58,23086.58,1766224063,0
102738166,57728,2,2,6515,65.15,6580.15,1766253278,0
144287194,57728,5,4,10222,102.22,10324.22,1766297552,0
139530672,57728,1,2,1913,19.13,1932.13,1766321722,0
101954955,57728,3,3,9484,94.84,9578.84,1766336514,0
144697318,57728,4,2,79379,793.79,80172.79,1766666895,0
122567517,57728,2,NA,6406,64.06,6470.06,1767101194,0
143232350,57728,1,2,6124,61.24,6185.24,1767182844,0
130131103,57801,5,4,321,3.21,324.21,1764610766,1
115772146,57801,3,3,177,1.77,178.77,1765989911,0
132415522,57801,1,4,304,3.04,307.04,1766903771,0
100397924,57850,3,4,668,6.68,674.68,1767043893,1
126701911,57855,5,3,241,2.41,243.41,1766298774,1
139149935,57911,3,5,645,6.45,651.45,1764524331,1
128208717,57911,4,2,262,2.62,264.62,1764889995,0
123006482,57911,5,3,286,2.86,288.86,1765043065,0
136390421,58125,3,5,394,3.94,397.94,1765388453,1
130431249,58125,1,1,365,3.65,368.65,1767030448,0
127191134,58125,2,2,138,1.38,139.38,1767048294,0
148899298,58176,1,NA,398,3.98,401.98,1765802323,1
142428714,58176,1,2,189,1.89,190.89,1766482334,0
132544627,58176,2,2,343,3.43,346.43,1766488713,0
128075299,58312,4,4,418,4.18,422.18,1766621440,1
146198694,58348,2,4,646,6.46,652.46,1765196106,1
149616279,58348,2,2,116,1.16,117.16,1765617201,0
116549237,58348,4,4,108,1.08,109.08,1766510498,0
134076956,58392,1,2,443,4.43,447.43,1765808365,1
109467636,58595,2,4,261,2.61,263.61,1767171396,1
126993362,58623,4,2,251,2.51,253.51,1764621821,1
123107261,58623,2,4,322,3.22,325.22,1766487954,0
101006292,58656,5,2,346,3.46,349.46,1766336784,1
107412313,58660,1,4,172,1.72,173.72,1765971341,1
101470550,58679,3,4,122,1.22,123.22,1764964500,1
135483734,58679,3,2,174,1.74,175.74,1765520588,0
103762190,58700,1,4,443,4.43,447.43,1765371544,1
108791330,58733,3,4,569,5.69,574.69,1764624441,1
142491885,58733,2,5,276,2.76,278.76,1765094389,0
112971086,58733,1,5,420,4.2,424.2,1766557571,0
130475807,58733,2,4,96,0.96,96.96,1766897352,0
149292356,58733,5,4,149,1.49,150.49,1767105577,0
108420612,58999,2,2,203,2.03,205.03,1766412269,1
134257227,59163,4,4,289,2.89,291.89,1765387837,1
143347673,59215,1,2,6468,64.68,6532.68,1764591408,1
108122742,59215,2,4,38801,388.01,39189.01,1764770966,0
126984668,59215,5,5,1027,10.27,1037.27,1764851874,0
102240671,59215,5,2,1178,11.78,1189.78,1765054984,0
129475797,59215,2,2,88577,885.77,89462.77,1765130117,0
118734680,59215,2,2,1880,18.8,1898.8,1765199374,0
132208891,59215,NA,4,13019,130.19,13149.19,1765433225,0
138405001,59215,3,4,6217,62.17,6279.17,1765605689,0
110578175,59215,4,4,60521,605.21,61126.21,1765629561,0
113006661,59215,2,2,2071,20.71,2091.71,1765952307,0
107494973,59215,3,3,3119,31.19,3150.19,1766164770,0
127823894,59215,1,4,1520,15.2,1535.2,1766182275,0
146208700,59215,1,4,2450,24.5,2474.5,1766232538,0
148176736,59215,5,4,23327,233.27,23560.27,1766396657,0
116093762,59215,3,5,4645,46.45,4691.45,1766411018,0
121015471,59215,3,2,7120,71.2,7191.2,1766752266,0
135298958,59215,1,4,22459,224.59,22683.59,1766967133,0
117030507,59215,1,2,2882,28.82,2910.82,1767130095,0
112848761,59372,2,3,250,2.5,252.5,1766126796,1
112871852,59460,1,4,137,1.37,138.37,1764965434,1
124815616,59460,4,4,378,3.78,381.78,1765828921,0
110382804,59605,1,5,4989,49.89,5038.89,1764576938,1
118215056,59605,3,4,11070,110.7,11180.7,1765025475,0
110297425,59605,3,5,83570,835.7,84405.7,1765455365,0
118983062,59605,5,2,2838,28.38,2866.38,1765734180,0
147984710,59605,3,4,3045,30.45,3075.45,1766095847,0
104148031,59605,1,5,2390,23.9,2413.9,1766212637,0
144398979,59605,1,2,5585,55.85,5640.85,1766415794,0
143861875,59605,3,2,9925,99.25,10024.25,1766682287,0
117893586,59605,1,2,17655,176.55,17831.55,1767076350,0
123088814,59605,5,4,3864,38.64,3902.64,1767115337,0
110709232,59605,4,2,14864,148.64,15012.64,1767161926,0
149432825,59613,1,3,274,2.74,276.74,1764592117,1
